pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,pl_controv_flag,cb_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rowupdate
Kepler-299 c,1,1,4,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.885875,4e-05,-4e-05,0,0.07,,,0,2.65,0.63,-0.63,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5617.0,112.0,-112.0,0,1.03,0.21,-0.21,0,,,,,,,,,,,,,4.39,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-278 c,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,51.078775,0.00089,-0.00089,0,0.294,,,0,3.59,0.43,-0.43,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4991.0,75.0,-75.0,0,2.94,0.07,-0.07,0,,,,,,,,,,,,,3.62,0.04,-0.04,0,,,,,,,,,,,,,2014-05-14
Kepler-339 d,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.558345,8.1e-05,-8.1e-05,0,0.091,,,0,1.17,0.53,-0.53,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5631.0,200.0,-200.0,0,0.8,0.36,-0.36,0,,,,,,,,,,,,,4.59,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-397 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,22.250949,0.000186,-0.000186,0,0.144,,,0,2.46,21.32,-21.32,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5307.0,100.0,-100.0,0,0.77,0.07,-0.07,0,,,,,,,,,,,,,4.57,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-399 b,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.425281,0.000144,-0.000144,0,0.103,,,0,0.96,0.51,-0.51,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5502.0,200.0,-200.0,0,0.68,0.36,-0.36,0,,,,,,,,,,,,,4.62,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
WASP-176 b,1,1,1,Transit,1,0,0,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,3.899052,5e-06,-5e-06,0,0.0535,0.001,-0.0019,0,16.87,0.56,-0.504,0,0.855,0.072,-0.069,0,0.0,,,0,,,,,1721.0,28.0,-21.0,0,,,,,,,,,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,F9,5941.0,77.0,-79.0,0,1.93,0.05,-0.04,0,1.34,0.08,-0.13,0,0.164,0.081,-0.082,0,,,,,4.0,0.04,-0.05,0,4.81,0.191,-0.191,0,3.8,1.0,-1.0,0,,,,,2020-05-15
TOI-3235 b,1,1,1,Transit,1,0,0,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210008H/abstract target=ref>Hobson et al. 2023</a>,2.59261842,4.1e-07,-4.1e-07,0,0.02709,0.00046,-0.00046,0,11.4,0.493,-0.493,0,0.665,0.025,-0.025,0,0.029,,,1,,,,,604.0,19.0,-19.0,0,15.75,0.73,-0.73,0,0.2828,0.0016,-0.0016,0,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210008H/abstract target=ref>Hobson et al. 2023</a>,M V,3388.8,68.0,-68.0,0,0.37,0.02,-0.02,0,0.39,0.02,-0.02,0,0.264,0.1,-0.1,0,-1.79,0.01,-0.011,0,4.9,0.06,-0.06,0,,,,,,,,,,,,,2023-02-25
NGTS-17 b,1,1,1,Transit,1,0,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,3.24253,1e-05,-1e-05,0,0.0391,0.0043,-0.0043,0,13.899,1.233,-1.233,0,0.764,0.195,-0.164,0,0.0,,,0,1160.0,250.0,-250.0,0,1457.0,50.0,-50.0,0,6.28,0.4,-0.4,0,0.095,0.001,-0.001,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G4 V,5650.0,100.0,-100.0,0,1.34,0.12,-0.12,0,1.02,0.03,-0.03,0,0.15,0.1,-0.1,0,,,,,4.0,0.12,-0.12,0,9.22,1.41,-1.4,0,4.1,1.0,-1.0,0,,,,,2021-04-23
TOI-4137 b,1,1,1,Transit,1,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.8016122,6.5e-06,-6.5e-06,0,0.05222,0.00089,-0.00096,0,13.574,0.448,-0.437,0,1.44,0.17,-0.15,0,0.0,0.048,-0.052,0,1013.0,68.0,-60.0,0,1570.0,25.0,-24.0,0,7.8,0.24,-0.24,0,,,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6202.0,94.0,-90.0,0,1.44,0.04,-0.04,0,1.31,0.07,-0.07,0,0.182,0.083,-0.085,0,0.439,0.03,-0.028,0,4.24,0.03,-0.03,0,2.1,1.3,-1.0,0,,,,,,,,,2022-08-29
NGTS-25 b,1,1,1,Transit,1,0,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,2.823093,3.3e-06,-3.3e-06,0,0.0388,0.0014,-0.002,0,11.467,0.392,-0.583,0,0.639,0.058,-0.052,0,0.0,,,0,,,,,1101.0,15.0,-14.0,0,9.78,0.12,-0.16,0,0.1231,0.0011,-0.0013,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,K0 V,5321.0,58.0,-58.0,0,0.86,0.02,-0.05,0,0.91,0.03,-0.04,0,0.12,0.05,-0.05,0,-0.292,0.037,-0.047,0,4.48,0.14,-0.14,0,3.49,3.49,-3.37,0,1.96,0.68,-0.68,0,,,,,2023-01-04
NGTS-27 b,1,1,1,Transit,1,0,0,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,3.3704181,5.9e-06,-5.7e-06,0,0.0446,0.0026,-0.0036,0,15.648,0.426,-0.392,0,0.593,0.095,-0.072,0,0.0,,,0,1680.0,390.0,-330.0,0,1783.0,104.0,-88.0,0,5.43,0.31,-0.43,0,0.081,0.0017,-0.0011,0,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,,5700.0,80.0,-80.0,0,1.77,0.03,-0.03,0,1.07,0.06,-0.06,0,0.0,0.08,-0.08,0,0.514,0.031,-0.033,0,4.05,0.08,-0.08,0,7.9,0.8,-0.8,0,1.6,0.5,-0.5,0,,,,,2024-06-10
TOI-3912 b,1,1,1,Transit,1,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.4936264,3.8e-06,-3.8e-06,0,0.0463,0.0012,-0.001,0,14.28,0.46,-0.448,0,0.406,0.071,-0.068,0,0.0,,,0,872.2,47.8,-46.3,0,1512.0,20.0,-20.0,0,7.16,0.25,-0.24,0,,,,,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5725.0,69.0,-68.0,0,1.39,0.04,-0.03,0,1.09,0.09,-0.07,0,0.187,0.087,-0.09,0,0.273,0.014,-0.014,0,4.19,0.04,-0.04,0,7.5,2.8,-2.5,0,,,,,,,,,2023-02-27
TOI-2145 b,1,1,1,Transit,1,0,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,10.261127,1.1e-05,-1.1e-05,0,0.111,0.002,-0.002,0,12.419,0.31,-0.254,0,5.5596,0.22339,-0.22654,0,0.21,0.018,-0.018,0,,,,,1363.42594673,24.2211494629,-22.0942102409,0,,,,,0.0414,0.00048,-0.00043,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6200.0,84.0,-81.0,0,2.75,0.06,-0.05,0,1.72,0.03,-0.04,0,0.285,0.061,-0.051,0,1.007,0.026,-0.027,0,3.79,0.02,-0.02,0,1.6,0.2,-0.1,0,,,,,,,,,2024-07-23
WASP-4 b,1,1,1,Transit,1,0,0,<a refstr=BOUMA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..217B/abstract target=ref>Bouma et al. 2019</a>,1.33823147,2e-08,-2e-08,0,0.0226,0.0007,-0.0008,0,14.807,0.437,-0.437,0,1.186,0.09,-0.098,0,0.0,,,0,,,,,,,,,5.451,0.023,-0.052,0,0.15201,0.0004,-0.00033,0,<a refstr=BOUMA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..217B/abstract target=ref>Bouma et al. 2019</a>,,5400.0,90.0,-90.0,0,0.89,0.03,-0.03,0,0.86,0.08,-0.09,0,-0.07,0.19,-0.19,0,,,,,4.47,0.11,-0.11,0,7.0,,,0,,,,,,,,,2019-08-09
TOI-1693 b,1,1,1,Transit,1,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.7666957,5.4e-06,-5.4e-06,0,0.0226,0.0004,-0.0004,0,1.41,0.1,-0.1,0,,,,,,,,,,,,,764.0,19.0,-19.0,0,,,,,,,,,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3499.0,70.0,-70.0,0,0.46,0.01,-0.01,0,0.49,0.03,-0.03,0,,,,,,,,,4.8,0.03,-0.03,0,,,,,,,,,,,,,2022-02-15
TOI-3819 b,1,1,1,Transit,1,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.2443141,5.5e-06,-5.5e-06,0,0.04611,0.00069,-0.00096,0,13.137,0.404,-0.392,0,1.11,0.18,-0.2,0,0.0,,,0,1186.0,61.0,-55.0,0,1633.0,21.0,-19.0,0,6.43,0.17,-0.17,0,,,,,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5859.0,72.0,-71.0,0,1.54,0.04,-0.04,0,1.24,0.06,-0.08,0,0.273,0.084,-0.082,0,0.4,0.019,-0.019,0,4.16,0.03,-0.03,0,4.5,1.6,-1.1,0,,,,,,,,,2023-02-27
TOI-3331 A b,1,2,1,Transit,1,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.0180231,4.3e-06,-4.4e-06,0,0.03144,0.00048,-0.00055,0,12.98,0.482,-0.482,0,2.27,0.16,-0.16,0,0.0,0.048,-0.052,0,818.5,70.5,-61.0,0,1488.0,31.0,-29.0,0,7.09,0.18,-0.17,0,,,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5609.0,92.0,-87.0,0,0.95,0.03,-0.03,0,1.02,0.05,-0.05,0,0.148,0.084,-0.084,0,-0.093,0.042,-0.038,0,4.49,0.02,-0.02,0,2.1,2.7,-1.5,0,,,,,,,,,2022-08-29
NGTS-1 b,1,1,1,Transit,1,0,0,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4467B/abstract target=ref>Bayliss et al. 2018</a>,2.647298,2e-05,-2e-05,0,0.0326,0.0047,-0.0045,0,14.908,6.837,-3.699,0,0.812,0.066,-0.075,0,0.016,0.023,-0.012,0,65.3,5.1,-5.1,0,790.0,20.0,-20.0,0,12.2,0.7,-0.7,0,0.239,0.1,-0.054,0,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4467B/abstract target=ref>Bayliss et al. 2018</a>,M0.5,3916.0,71.0,-63.0,0,0.57,0.08,-0.08,0,0.62,0.02,-0.06,0,0.0,,,0,,,,,4.71,0.23,-0.23,0,,,,,1.0,,,1,,,,,2017-11-09
NGTS-24 b,1,1,1,Transit,1,0,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,3.4678796,7e-06,-7e-06,0,0.0479,0.0028,-0.003,0,13.608,0.65,-0.695,0,0.52,0.12,-0.11,0,0.0,,,0,,,,,1499.0,41.0,-36.0,0,6.37,0.29,-0.31,0,0.0768,0.0028,-0.0023,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,G2 IV,5820.0,93.0,-8.0,0,1.64,0.03,-0.09,0,1.26,0.05,-0.21,0,0.27,0.18,-0.03,0,0.446,0.032,-0.047,0,4.09,0.05,-0.04,0,4.77,3.56,-0.91,0,,,,,,,,,2022-11-14
HD 149026 b,1,1,1,Radial Velocity,1,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.87589,2e-06,-2e-06,0,,,,,8.295,0.224,-0.224,0,0.38,0.06,-0.06,0,0.0,,,0,,,,,,,,,6.8,0.52,-0.52,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6179.0,15.0,-15.0,0,1.41,0.03,-0.03,0,1.42,0.33,-0.33,0,0.32,,,0,,,,,4.37,0.04,-0.04,0,,,,,,,,,,,,,2018-04-25
HD 17156 b,1,1,1,Radial Velocity,1,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,21.21663,0.00045,-0.00045,0,,,,,12.33,0.336,-0.336,0,3.51,0.21,-0.21,0,0.68,0.0,0.0,0,,,,,,,,,23.34,0.43,-0.43,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6040.0,24.0,-24.0,0,1.55,0.04,-0.04,0,1.41,0.12,-0.12,0,0.19,,,0,,,,,4.2,0.06,-0.06,0,,,,,,,,,,,,,2018-04-25
NGTS-4 b,1,1,1,Transit,1,0,0,<a refstr=WEST_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.5094W/abstract target=ref>West et al. 2019</a>,1.3373508,8e-06,-8e-06,0,0.019,0.005,-0.005,0,3.18,0.26,-0.26,0,0.06481,0.00944,-0.00944,0,0.0,,,0,,,,,1650.0,400.0,-400.0,0,4.79,1.21,-1.21,0,0.035,0.003,-0.003,0,<a refstr=WEST_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.5094W/abstract target=ref>West et al. 2019</a>,,5143.0,100.0,-100.0,0,0.84,0.01,-0.01,0,0.75,0.02,-0.02,0,-0.28,0.1,-0.1,0,,,,,4.5,0.1,-0.1,0,,,,,2.75,0.58,-0.58,0,,,,,2019-05-14
TOI-3693 b,1,1,1,Transit,1,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,9.088516,2.6e-05,-2.7e-05,0,0.0813,0.0011,-0.0012,0,12.599,0.325,-0.258,0,1.02,0.24,-0.22,0,0.0,0.048,-0.052,0,68.6,4.7,-4.1,0,801.0,13.0,-12.0,0,22.13,0.3,-0.47,0,,,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5321.0,86.0,-82.0,0,0.79,0.02,-0.01,0,0.87,0.04,-0.04,0,0.071,0.079,-0.076,0,-0.344,0.031,-0.03,0,4.58,0.01,-0.02,0,3.0,3.8,-2.1,0,,,,,,,,,2022-08-29
TOI-3261 b,1,1,1,Transit,1,0,0,<a refstr=NABBIE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240704225N/abstract target=ref>Nabbie et al. 2024</a>,0.8831331,1e-06,-1e-06,0,0.01714,0.00013,-0.0002,0,3.82,0.42,-0.35,0,0.09533,0.00692,-0.00755,0,0.0,,,0,1466.0,92.0,-60.0,0,1722.0,26.0,-18.0,0,4.333,0.078,-0.104,0,0.0411,0.0046,-0.0032,0,<a refstr=NABBIE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240704225N/abstract target=ref>Nabbie et al. 2024</a>,K1.5+/-1,5068.0,61.0,-42.0,0,0.85,0.02,-0.02,0,0.86,0.02,-0.03,0,0.138,0.048,-0.037,0,-0.367,0.025,-0.02,0,4.19,0.12,-0.12,0,6.5,2.1,-2.1,0,2.83,0.21,-0.21,0,,,,,2024-07-22
NGTS-15 b,1,1,1,Transit,1,0,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,3.27623,1e-05,-1e-05,0,0.0441,0.0046,-0.0046,0,12.33,1.121,-1.121,0,0.751,0.102,-0.088,0,0.0,,,0,425.0,98.0,-98.0,0,1146.0,47.0,-47.0,0,10.0,0.59,-0.59,0,0.119,0.003,-0.003,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G6 V,5600.0,150.0,-150.0,0,0.95,0.08,-0.08,0,0.99,0.03,-0.03,0,0.15,0.1,-0.1,0,,,,,4.4,0.12,-0.13,0,3.28,4.23,-3.56,0,2.0,,,1,,,,,2021-04-23
TOI-3919 b,1,1,1,Transit,1,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,7.433234,1.4e-05,-1.4e-05,0,0.0795,0.0014,-0.0016,0,12.319,0.583,-0.56,0,3.88,0.23,-0.23,0,0.259,0.033,-0.036,0,,,,,1198.0,15.0,-14.0,0,12.95,0.56,-0.56,0,0.0856,0.0017,-0.0017,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,6100.0,110.0,-110.0,0,1.32,0.05,-0.05,0,1.21,0.07,-0.07,0,0.175,0.096,-0.094,0,0.336,0.016,-0.016,0,4.28,0.04,-0.04,0,3.1,1.9,-1.7,0,7.73,0.09,-0.09,0,,,,,2024-07-23
TOI-3976 A b,1,2,1,Transit,1,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,6.607662,1.6e-05,-1.5e-05,0,0.0743,0.0013,-0.0014,0,12.274,0.404,-0.392,0,0.175,0.037,-0.036,0,0.0,,,0,469.0,23.0,-20.0,0,1295.0,16.0,-14.0,0,10.63,0.36,-0.35,0,,,,,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5975.0,70.0,-69.0,0,1.5,0.04,-0.04,0,1.25,0.07,-0.07,0,0.182,0.078,-0.079,0,0.413,0.011,-0.012,0,4.18,0.03,-0.04,0,3.8,1.5,-1.3,0,,,,,,,,,2023-02-27
NGTS-26 b,1,1,1,Transit,1,0,0,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,4.5199279,9e-06,-9.2e-06,0,0.049,0.0038,-0.0032,0,14.886,0.661,-0.538,0,0.292,0.065,-0.06,0,0.0,,,0,523.0,133.0,-114.0,0,1331.0,85.0,-72.0,0,9.01,0.61,-0.55,0,0.1168,0.0033,-0.003,0,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,,5550.0,100.0,-100.0,0,1.16,0.05,-0.02,0,0.96,0.04,-0.03,0,0.2,0.1,-0.1,0,0.101,0.038,-0.041,0,4.1,0.1,-0.1,0,11.5,1.3,-1.7,0,1.5,0.8,-0.8,0,,,,,2024-06-10
TOI-3894 b,1,1,1,Transit,1,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,4.33454,2.2e-06,-2.2e-06,0,0.05354,0.00061,-0.00085,0,15.278,0.616,-0.572,0,0.82,0.14,-0.14,0,0.05,0.052,-0.035,0,,,,,1531.0,17.0,-15.0,0,7.63,0.29,-0.3,0,0.09302,0.00077,-0.00079,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,6000.0,110.0,-110.0,0,1.5,0.06,-0.05,0,1.14,0.09,-0.07,0,0.021,0.085,-0.06,0,0.419,0.015,-0.014,0,4.14,0.04,-0.05,0,5.7,2.3,-1.8,0,5.27,0.17,-0.17,0,,,,,2024-07-23
TOI-2803 A b,1,2,1,Transit,1,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.96229325,8.2e-07,-8.2e-07,0,0.03185,0.00052,-0.00052,0,18.114,0.381,-0.359,0,0.975,0.083,-0.07,0,0.0,,,0,2150.0,132.0,-125.0,0,1893.0,29.0,-28.0,0,5.512,0.043,-0.07,0,,,,,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,6280.0,99.0,-96.0,0,1.25,0.02,-0.02,0,1.12,0.06,-0.05,0,-0.105,0.068,-0.072,0,0.336,0.027,-0.025,0,4.3,0.01,-0.01,0,3.7,1.5,-1.3,0,,,,,,,,,2023-02-27
TOI-1288 b,1,1,2,Transit,1,0,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.6998279,4.9e-06,-4.9e-06,0,0.0374,0.0007,-0.0008,0,4.968,0.108,-0.1,0,0.13875,0.0085,-0.00818,0,0.0,,,0,,,,,1203.44152277,19.6606396306,-19.2124246591,0,,,,,0.04753,0.00063,-0.00048,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5388.0,68.0,-66.0,0,0.96,0.02,-0.02,0,0.96,0.03,-0.03,0,0.257,0.058,-0.058,0,-0.155,0.023,-0.023,0,4.45,0.02,-0.02,0,6.5,2.6,-2.5,0,,,,,,,,,2024-07-22
TOI-1180 b,1,1,1,Transit,1,0,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.686753,1.2e-05,-1.2e-05,0,0.082,0.002,-0.002,0,3.036,0.187,-0.13,0,0.03146,0.01668,-0.01699,0,0.0,,,0,,,,,638.181632456,12.8663396126,-12.2062227537,0,,,,,0.03749,0.00198,-0.00118,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4804.0,53.0,-53.0,0,0.74,0.02,-0.02,0,0.78,0.02,-0.03,0,0.067,0.083,-0.092,0,-0.577,0.036,-0.032,0,4.59,0.02,-0.04,0,5.0,6.3,-3.6,0,,,,,,,,,2024-07-22
